2025-09-28 19:37:49 | INFO | Logging to file: logs/project_log.log
2025-09-28 19:41:21 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-28 19:41:21 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-28 19:41:21 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-28 19:41:21 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-28 19:41:21 | INFO | SQLITE_PATH: PROJECT_ROOT/data/buzz.sqlite
2025-09-28 19:41:21 | INFO | SUCCESS: Read environment variables.
2025-09-28 19:41:21 | INFO | STEP 2. Delete any prior database file for a fresh start.
2025-09-28 19:41:21 | INFO | STEP 3. Initialize a new database with an empty table.
2025-09-28 19:41:21 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-28 19:41:21 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-28 19:41:21 | INFO | SUCCESS: Database initialized and table ready at PROJECT_ROOT/data/buzz.sqlite.
2025-09-28 19:41:21 | INFO | STEP 4. Begin consuming and storing messages.
2025-09-28 19:41:21 | INFO | Called consume_messages_from_file() with:
2025-09-28 19:41:21 | INFO |    live_data_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/project_live.json')
2025-09-28 19:41:21 | INFO |    sql_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO |    interval_secs=5
2025-09-28 19:41:21 | INFO |    last_position=0
2025-09-28 19:41:21 | INFO | 1. Initialize the database.
2025-09-28 19:41:21 | INFO | Calling SQLite init_db() with {db_path=}.
2025-09-28 19:41:21 | INFO | SUCCESS: Got a cursor to execute SQL.
2025-09-28 19:41:21 | INFO | SUCCESS: Database initialized and table ready at PROJECT_ROOT/data/buzz.sqlite.
2025-09-28 19:41:21 | INFO | 2. Set the last position to 0 to start at the beginning of the file.
2025-09-28 19:41:21 | INFO | 3. Read from live data file at position 0.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just tried Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-28 19:39:39', 'category': 'tech', 'sentiment': 0.04, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just tried Python! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-28 19:39:39', 'category': 'tech', 'sentiment': 0.04, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just loved an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:39:44', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just loved an app! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:39:44', 'category': 'other', 'sentiment': 0.19, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just shared a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:39:49', 'category': 'humor', 'sentiment': 0.2, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just shared a meme! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:39:49', 'category': 'humor', 'sentiment': 0.2, 'keyword_mentioned': 'meme', 'message_length': 38}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just tried travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:39:54', 'category': 'travel', 'sentiment': 0.31, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just tried travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:39:54', 'category': 'travel', 'sentiment': 0.31, 'keyword_mentioned': 'travel', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:39:59', 'category': 'humor', 'sentiment': 0.45, 'keyword_mentioned': 'meme', 'message_length': 33}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw a meme! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:39:59', 'category': 'humor', 'sentiment': 0.45, 'keyword_mentioned': 'meme', 'message_length': 33}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just shared JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:04', 'category': 'tech', 'sentiment': 0.35, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just shared JavaScript! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:04', 'category': 'tech', 'sentiment': 0.35, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just loved JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:09', 'category': 'tech', 'sentiment': 0.63, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just loved JavaScript! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:09', 'category': 'tech', 'sentiment': 0.63, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just shared Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:14', 'category': 'tech', 'sentiment': 0.04, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just shared Python! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:14', 'category': 'tech', 'sentiment': 0.04, 'keyword_mentioned': 'Python', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just tried an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:19', 'category': 'other', 'sentiment': 1.0, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just tried an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:19', 'category': 'other', 'sentiment': 1.0, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just found an app! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:40:24', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just found an app! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:40:24', 'category': 'other', 'sentiment': 0.3, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just loved a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:29', 'category': 'humor', 'sentiment': 0.93, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just loved a meme! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:29', 'category': 'humor', 'sentiment': 0.93, 'keyword_mentioned': 'meme', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 19:40:34', 'category': 'tech', 'sentiment': 0.73, 'keyword_mentioned': 'JavaScript', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw JavaScript! It was boring.', 'author': 'Bob', 'timestamp': '2025-09-28 19:40:34', 'category': 'tech', 'sentiment': 0.73, 'keyword_mentioned': 'JavaScript', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:40:39', 'category': 'entertainment', 'sentiment': 0.54, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:40:39', 'category': 'entertainment', 'sentiment': 0.54, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw a movie! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:44', 'category': 'entertainment', 'sentiment': 0.23, 'keyword_mentioned': 'movie', 'message_length': 34}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw a movie! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:44', 'category': 'entertainment', 'sentiment': 0.23, 'keyword_mentioned': 'movie', 'message_length': 34}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:49', 'category': 'other', 'sentiment': 0.47, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw a trick! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 19:40:49', 'category': 'other', 'sentiment': 0.47, 'keyword_mentioned': 'other', 'message_length': 33}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:54', 'category': 'tech', 'sentiment': 0.25, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw Python! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:40:54', 'category': 'tech', 'sentiment': 0.25, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 19:40:59', 'category': 'travel', 'sentiment': 0.45, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw travel! It was weird.', 'author': 'Bob', 'timestamp': '2025-09-28 19:40:59', 'category': 'travel', 'sentiment': 0.45, 'keyword_mentioned': 'travel', 'message_length': 32}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 19:41:04', 'category': 'humor', 'sentiment': 0.16, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just saw a meme! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 19:41:04', 'category': 'humor', 'sentiment': 0.16, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just loved JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:09', 'category': 'tech', 'sentiment': 0.68, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just loved JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:09', 'category': 'tech', 'sentiment': 0.68, 'keyword_mentioned': 'JavaScript', 'message_length': 40}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just loved a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 19:41:14', 'category': 'other', 'sentiment': 0.74, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just loved a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-09-28 19:41:14', 'category': 'other', 'sentiment': 0.74, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | Processed message: {'message': 'I just shared recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:19', 'category': 'food', 'sentiment': 0.82, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-28 19:41:21 | INFO | Calling SQLite insert_message() with:
2025-09-28 19:41:21 | INFO | message={'message': 'I just shared recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:19', 'category': 'food', 'sentiment': 0.82, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-28 19:41:21 | INFO | db_path=WindowsPath('C:/Projects/buzzline-05-gbogbo/data/buzz.sqlite')
2025-09-28 19:41:21 | INFO | Inserted one message into the database.
2025-09-28 19:41:21 | INFO | TRY/FINALLY: Consumer shutting down.
2025-09-28 19:41:24 | INFO | {'message': 'I just shared JavaScript! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:41:24', 'category': 'tech', 'sentiment': 0.16, 'keyword_mentioned': 'JavaScript', 'message_length': 42}
2025-09-28 19:41:29 | INFO | {'message': 'I just saw travel! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 19:41:29', 'category': 'travel', 'sentiment': 0.32, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-28 19:41:34 | INFO | {'message': 'I just found a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-28 19:41:34', 'category': 'humor', 'sentiment': 0.09, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-28 19:41:39 | INFO | {'message': 'I just shared game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:39', 'category': 'gaming', 'sentiment': 0.87, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-28 19:41:44 | INFO | {'message': 'I just saw travel! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-28 19:41:44', 'category': 'travel', 'sentiment': 0.09, 'keyword_mentioned': 'travel', 'message_length': 35}
2025-09-28 19:41:49 | INFO | {'message': 'I just shared a story! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:49', 'category': 'other', 'sentiment': 0.32, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-28 19:41:54 | INFO | {'message': 'I just loved an app! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:41:54', 'category': 'other', 'sentiment': 0.2, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 19:41:59 | INFO | {'message': 'I just loved a trick! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:41:59', 'category': 'other', 'sentiment': 0.41, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-28 19:42:04 | INFO | {'message': 'I just loved game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-28 19:42:04', 'category': 'gaming', 'sentiment': 0.8, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-28 19:42:09 | INFO | {'message': 'I just loved game! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:42:09', 'category': 'gaming', 'sentiment': 0.98, 'keyword_mentioned': 'game', 'message_length': 34}
2025-09-28 19:42:14 | INFO | {'message': 'I just tried Python! It was boring.', 'author': 'Eve', 'timestamp': '2025-09-28 19:42:14', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-28 19:42:19 | INFO | {'message': 'I just loved a trick! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:42:19', 'category': 'other', 'sentiment': 0.07, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-28 19:42:24 | INFO | {'message': 'I just loved Python! It was funny.', 'author': 'Alice', 'timestamp': '2025-09-28 19:42:24', 'category': 'tech', 'sentiment': 0.87, 'keyword_mentioned': 'Python', 'message_length': 34}
2025-09-28 19:42:29 | INFO | {'message': 'I just saw JavaScript! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-28 19:42:29', 'category': 'tech', 'sentiment': 0.23, 'keyword_mentioned': 'JavaScript', 'message_length': 38}
2025-09-28 19:42:34 | INFO | {'message': 'I just loved travel! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-28 19:42:34', 'category': 'travel', 'sentiment': 0.57, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-28 19:42:39 | INFO | {'message': 'I just found Python! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-28 19:42:39', 'category': 'tech', 'sentiment': 0.29, 'keyword_mentioned': 'Python', 'message_length': 37}
